0.000000	-2.000000	1.000000	-nan	-nan	1.000000	1.000000
0.360000	-2.000000	1.000000	0.000000	0.000000	1.000000	1.000000
0.370000	-2.000000	1.000000	0.000000	0.000000	1.000000	1.000000
0.380000	-2.000000	1.000000	0.000000	0.000000	1.000000	1.000000
0.390000	-2.000000	1.000000	0.000026	0.000001	1.000000	1.000000
0.400000	-2.000000	1.000000	0.000000	0.000000	1.000000	1.000000
0.410000	-2.000000	1.000000	0.000000	0.000000	1.000000	1.000000
0.420000	-2.000000	1.000000	0.000000	0.000000	1.000000	1.000000
0.430000	-2.000000	1.000000	0.000000	0.000000	1.000000	1.000000
0.440000	-2.000000	1.000000	0.000020	0.000001	1.000000	1.000000
0.450000	-2.000000	1.000000	0.000000	0.000000	1.000000	1.000000
0.460000	-2.000000	1.000000	0.000018	0.000001	1.000000	1.000000
0.470000	-2.000000	1.000000	0.000000	0.000000	1.000000	1.000000
0.480000	-2.000000	1.000000	0.000000	0.000000	1.000000	1.000000
0.490000	-1.999999	1.000000	0.000049	0.000001	0.999999	0.999999
0.500000	-2.000000	1.000000	0.000016	0.000000	1.000000	1.000000
0.510000	-2.000000	1.000000	0.000000	0.000000	1.000000	1.000000
0.520000	-2.000000	1.000000	0.000014	0.000000	1.000000	1.000000
0.530000	-1.999998	1.000000	0.000055	0.000002	0.999999	0.999998
0.540000	-1.999993	0.999998	0.000185	0.000006	0.999997	0.999993
0.550000	-1.999998	0.999999	0.000064	0.000002	0.999999	0.999998
0.560000	-1.999996	0.999999	0.000111	0.000004	0.999998	0.999996
0.570000	-1.999992	0.999998	0.000201	0.000007	0.999996	0.999992
0.580000	-1.999994	0.999999	0.000138	0.000005	0.999997	0.999994
0.590000	-1.999992	0.999998	0.000210	0.000008	0.999996	0.999992
0.600000	-1.999985	0.999996	0.000326	0.000012	0.999992	0.999985
0.610000	-1.999985	0.999996	0.000315	0.000012	0.999992	0.999985
0.620000	-1.999982	0.999995	0.000362	0.000014	0.999991	0.999982
0.630000	-1.999978	0.999995	0.000443	0.000017	0.999989	0.999978
0.640000	-1.999966	0.999991	0.000678	0.000027	0.999983	0.999966
0.650000	-1.999963	0.999991	0.000723	0.000029	0.999981	0.999963
0.660000	-1.999953	0.999988	0.000850	0.000035	0.999977	0.999953
0.670000	-1.999946	0.999986	0.000956	0.000041	0.999973	0.999945
0.680000	-1.999929	0.999982	0.001121	0.000048	0.999964	0.999929
0.690000	-1.999931	0.999983	0.001151	0.000050	0.999965	0.999931
0.700000	-1.999915	0.999979	0.001390	0.000061	0.999957	0.999915
0.710000	-1.999892	0.999973	0.001756	0.000079	0.999946	0.999892
0.720000	-1.999878	0.999969	0.001933	0.000089	0.999939	0.999878
0.730000	-1.999850	0.999962	0.002267	0.000105	0.999925	0.999850
0.740000	-1.999837	0.999959	0.002550	0.000120	0.999918	0.999836
0.750000	-1.999833	0.999958	0.002216	0.000105	0.999916	0.999833
0.760000	-1.999772	0.999943	0.003190	0.000154	0.999885	0.999771
0.770000	-1.999749	0.999937	0.003332	0.000165	0.999873	0.999747
0.780000	-1.999711	0.999927	0.003877	0.000192	0.999855	0.999710
0.790000	-1.999684	0.999920	0.004177	0.000215	0.999841	0.999681
0.800000	-1.999602	0.999900	0.005184	0.000268	0.999799	0.999599
0.810000	-1.999604	0.999901	0.005072	0.000260	0.999801	0.999603
0.820000	-1.999526	0.999881	0.005507	0.000289	0.999761	0.999523
0.830000	-1.999442	0.999859	0.006436	0.000347	0.999718	0.999436
0.840000	-1.999396	0.999848	0.006927	0.000375	0.999696	0.999392
0.850000	-1.999340	0.999834	0.007265	0.000392	0.999668	0.999336
0.860000	-1.999209	0.999800	0.008260	0.000457	0.999600	0.999201
0.870000	-1.999100	0.999773	0.009449	0.000529	0.999546	0.999092
0.880000	-1.999068	0.999765	0.010148	0.000577	0.999530	0.999060
0.890000	-1.998960	0.999737	0.010399	0.000609	0.999474	0.998949
0.900000	-1.998844	0.999707	0.010883	0.000640	0.999415	0.998830
0.910000	-1.998723	0.999677	0.012795	0.000758	0.999354	0.998708
0.920000	-1.998547	0.999631	0.013752	0.000830	0.999262	0.998526
0.930000	-1.998510	0.999622	0.014244	0.000866	0.999245	0.998490
0.940000	-1.998296	0.999567	0.014674	0.000912	0.999134	0.998269
0.950000	-1.998139	0.999526	0.017039	0.001105	0.999052	0.998104
0.960000	-1.998021	0.999497	0.017380	0.001117	0.998993	0.997988
0.970000	-1.997802	0.999442	0.019613	0.001251	0.998885	0.997772
0.980000	-1.997578	0.999383	0.021268	0.001381	0.998767	0.997536
0.990000	-1.997359	0.999327	0.021249	0.001427	0.998654	0.997310
1.000000	-1.997158	0.999273	0.023746	0.001617	0.998547	0.997097
1.010000	-1.996956	0.999225	0.024891	0.001686	0.998450	0.996903
1.020000	-1.996657	0.999145	0.024835	0.001725	0.998290	0.996584
1.030000	-1.996430	0.999088	0.027830	0.001930	0.998176	0.996356
1.040000	-1.996113	0.999005	0.031032	0.002200	0.998012	0.996029
1.050000	-1.995872	0.998943	0.031467	0.002268	0.997888	0.995781
1.060000	-1.995509	0.998848	0.034808	0.002498	0.997698	0.995402
1.070000	-1.995180	0.998765	0.034782	0.002573	0.997532	0.995070
1.080000	-1.994705	0.998639	0.037415	0.002839	0.997280	0.994569
1.090000	-1.994374	0.998551	0.036440	0.002754	0.997105	0.994218
1.100000	-1.993998	0.998453	0.042546	0.003230	0.996909	0.993828
1.110000	-1.993569	0.998340	0.040666	0.003145	0.996683	0.993377
1.120000	-1.993211	0.998250	0.042687	0.003310	0.996504	0.993021
1.130000	-1.992673	0.998105	0.047380	0.003789	0.996215	0.992444
1.140000	-1.992178	0.997978	0.051607	0.004157	0.995960	0.991938
1.150000	-1.991508	0.997794	0.053964	0.004453	0.995594	0.991209
1.160000	-1.991091	0.997692	0.054829	0.004479	0.995389	0.990801
1.170000	-1.990530	0.997542	0.058578	0.004906	0.995090	0.990205
1.180000	-1.989923	0.997379	0.059575	0.005089	0.994766	0.989560
1.190000	-1.989108	0.997160	0.072059	0.006248	0.994329	0.988692
1.200000	-1.988727	0.997058	0.064519	0.005763	0.994125	0.988287
1.210000	-1.987890	0.996840	0.069257	0.006164	0.993691	0.987423
1.220000	-1.987222	0.996661	0.070450	0.006405	0.993333	0.986712
1.230000	-1.986365	0.996427	0.072574	0.006622	0.992867	0.985787
1.240000	-1.985609	0.996222	0.082795	0.007693	0.992458	0.984976
1.250000	-1.984872	0.996025	0.084557	0.007856	0.992066	0.984197
1.260000	-1.984042	0.995796	0.091946	0.009033	0.991609	0.983292
1.270000	-1.983004	0.995519	0.080394	0.007774	0.991059	0.982201
1.280000
